Latitude,Longitude,Segment
-111.11919198941,31.828086605000003,0
-111.11919198941,31.828096605000002,0
-111.11919198941,31.828106605000002,0
-111.11919198941,31.828116605,0
-111.11919198941,31.828126605,0
-111.11919198941,31.828136605,0
-111.11919198941,31.828146605,0
-111.11919198941,31.828156605,0
-111.11918198941001,31.828086605000003,0
-111.11918198941001,31.828096605000002,0
-111.11918198941001,31.828106605000002,0
-111.11918198941001,31.828116605,0
-111.11918198941001,31.828126605,0
-111.11918198941001,31.828136605,0
-111.11918198941001,31.828146605,0
-111.11918198941001,31.828156605,0
-111.11917198941,31.828086605000003,0
-111.11917198941,31.828096605000002,0
-111.11917198941,31.828106605000002,0
-111.11917198941,31.828116605,0
-111.11917198941,31.828126605,0
-111.11917198941,31.828136605,0
-111.11917198941,31.828146605,0
-111.11917198941,31.828156605,0
-111.11916198941,31.828086605000003,0
-111.11916198941,31.828096605000002,0
-111.11916198941,31.828106605000002,0
-111.11916198941,31.828116605,0
-111.11916198941,31.828126605,0
-111.11916198941,31.828136605,0
-111.11916198941,31.828146605,0
-111.11916198941,31.828156605,0
-111.11915198941,31.828086605000003,0
-111.11915198941,31.828096605000002,0
-111.11915198941,31.828106605000002,0
-111.11915198941,31.828116605,0
-111.11915198941,31.828126605,0
-111.11915198941,31.828136605,0
-111.11915198941,31.828146605,0
-111.11915198941,31.828156605,0
-111.11914198941,31.828086605000003,0
-111.11914198941,31.828096605000002,0
-111.11914198941,31.828106605000002,0
-111.11914198941,31.828116605,0
-111.11914198941,31.828126605,0
-111.11914198941,31.828136605,0
-111.11914198941,31.828146605,0
-111.11914198941,31.828156605,0
-111.11913198941001,31.828086605000003,0
-111.11913198941001,31.828096605000002,0
-111.11913198941001,31.828106605000002,0
-111.11913198941001,31.828116605,0
-111.11913198941001,31.828126605,0
-111.11913198941001,31.828136605,0
-111.11913198941001,31.828146605,0
-111.11913198941001,31.828156605,0
-111.11918780351,31.828077108820004,0
-111.11918780351,31.828087108820004,0
-111.11918780351,31.828097108820003,0
-111.11918780351,31.828107108820003,0
-111.11918780351,31.828117108820003,0
-111.11918780351,31.828127108820002,0
-111.11918780351,31.828137108820002,0
-111.11918780351,31.82814710882,0
-111.11917780351001,31.828077108820004,0
-111.11917780351001,31.828087108820004,0
-111.11917780351001,31.828097108820003,0
-111.11917780351001,31.828107108820003,0
-111.11917780351001,31.828117108820003,0
-111.11917780351001,31.828127108820002,0
-111.11917780351001,31.828137108820002,0
-111.11917780351001,31.82814710882,0
-111.11916780351001,31.828077108820004,0
-111.11916780351001,31.828087108820004,0
-111.11916780351001,31.828097108820003,0
-111.11916780351001,31.828107108820003,0
-111.11916780351001,31.828117108820003,0
-111.11916780351001,31.828127108820002,0
-111.11916780351001,31.828137108820002,0
-111.11916780351001,31.82814710882,0
-111.11915780351,31.828077108820004,0
-111.11915780351,31.828087108820004,0
-111.11915780351,31.828097108820003,0
-111.11915780351,31.828107108820003,0
-111.11915780351,31.828117108820003,0
-111.11915780351,31.828127108820002,0
-111.11915780351,31.828137108820002,0
-111.11915780351,31.82814710882,0
-111.11914780351,31.828077108820004,0
-111.11914780351,31.828087108820004,0
-111.11914780351,31.828097108820003,0
-111.11914780351,31.828107108820003,0
-111.11914780351,31.828117108820003,0
-111.11914780351,31.828127108820002,0
-111.11914780351,31.828137108820002,0
-111.11914780351,31.82814710882,0
-111.11913780351,31.828077108820004,0
-111.11913780351,31.828087108820004,0
-111.11913780351,31.828097108820003,0
-111.11913780351,31.828107108820003,0
-111.11913780351,31.828117108820003,0
-111.11913780351,31.828127108820002,0
-111.11913780351,31.828137108820002,0
-111.11913780351,31.82814710882,0
-111.11912780351001,31.828077108820004,0
-111.11912780351001,31.828087108820004,0
-111.11912780351001,31.828097108820003,0
-111.11912780351001,31.828107108820003,0
-111.11912780351001,31.828117108820003,0
-111.11912780351001,31.828127108820002,0
-111.11912780351001,31.828137108820002,0
-111.11912780351001,31.82814710882,0
-111.11918193979,31.82806495053001,0
-111.11918193979,31.82807495053001,0
-111.11918193979,31.82808495053001,0
-111.11918193979,31.82809495053001,0
-111.11918193979,31.828104950530008,0
-111.11918193979,31.828114950530008,0
-111.11918193979,31.828124950530007,0
-111.11918193979,31.828134950530007,0
-111.11917193979001,31.82806495053001,0
-111.11917193979001,31.82807495053001,0
-111.11917193979001,31.82808495053001,0
-111.11917193979001,31.82809495053001,0
-111.11917193979001,31.828104950530008,0
-111.11917193979001,31.828114950530008,0
-111.11917193979001,31.828124950530007,0
-111.11917193979001,31.828134950530007,0
-111.11916193979,31.82806495053001,0
