Latitude,Longitude,Segment
-111.11902566266001,31.8278583381,0
-111.11902566266001,31.8278983381,0
-111.11910219779,31.827808530790005,0
-111.11910219779,31.827848530790007,0
-111.11910219779,31.827888530790005,0
-111.11906219779,31.827808530790005,0
-111.11906219779,31.827848530790007,0
-111.11906219779,31.827888530790005,0
-111.11902219779,31.827808530790005,0
-111.11902219779,31.827848530790007,0
-111.11902219779,31.827888530790005,0
-111.119096834,31.827793525649998,0
-111.119096834,31.82783352565,0
-111.119096834,31.82787352565,0
-111.119056834,31.827793525649998,0
-111.119056834,31.82783352565,0
-111.119056834,31.82787352565,0
-111.119016834,31.827793525649998,0
-111.119016834,31.82783352565,0
-111.119016834,31.82787352565,0
-111.11909317053001,31.827783473569998,0
-111.11909317053001,31.82782347357,0
-111.11909317053001,31.827863473569998,0
-111.11905317053001,31.827783473569998,0
-111.11905317053001,31.82782347357,0
-111.11905317053001,31.827863473569998,0
-111.11901317053001,31.827783473569998,0
-111.11901317053001,31.82782347357,0
-111.11901317053001,31.827863473569998,0
-111.11908775952,31.82776781877,0
-111.11908775952,31.82780781877,0
-111.11908775952,31.82784781877,0
-111.11904775952,31.82776781877,0
-111.11904775952,31.82780781877,0
-111.11904775952,31.82784781877,0
-111.11900775952,31.82776781877,0
-111.11900775952,31.82780781877,0
-111.11900775952,31.82784781877,0
-111.11908472992,31.827757761659996,0
-111.11908472992,31.827797761659998,0
-111.11908472992,31.827837761659996,0
-111.11904472992,31.827757761659996,0
-111.11904472992,31.827797761659998,0
-111.11904472992,31.827837761659996,0
-111.11900472992001,31.827757761659996,0
-111.11900472992001,31.827797761659998,0
-111.11900472992001,31.827837761659996,0
-111.11908025095,31.82774305067999,0
-111.11908025095,31.827783050679994,0
-111.11908025095,31.827823050679992,0
-111.11904025095001,31.82774305067999,0
-111.11904025095001,31.827783050679994,0
-111.11904025095001,31.827823050679992,0
-111.11900025095001,31.82774305067999,0
-111.11900025095001,31.827783050679994,0
-111.11900025095001,31.827823050679992,0
-111.11907540429,31.827728102909997,0
-111.11907540429,31.82776810291,0
-111.11907540429,31.827808102909998,0
-111.11903540429,31.827728102909997,0
-111.11903540429,31.82776810291,0
-111.11903540429,31.827808102909998,0
-111.11899540429,31.827728102909997,0
-111.11899540429,31.82776810291,0
-111.11899540429,31.827808102909998,0
-111.11907258518,31.827718137299996,0
-111.11907258518,31.8277581373,0
-111.11907258518,31.827798137299997,0
-111.11903258518001,31.827718137299996,0
-111.11903258518001,31.8277581373,0
-111.11903258518001,31.827798137299997,0
-111.11899258518001,31.827718137299996,0
-111.11899258518001,31.8277581373,0
-111.11899258518001,31.827798137299997,0
-111.11906841083,31.82770362666,0
-111.11906841083,31.827743626660002,0
-111.11906841083,31.82778362666,0
-111.11902841083,31.82770362666,0
-111.11902841083,31.827743626660002,0
-111.11902841083,31.82778362666,0
-111.11898841083,31.82770362666,0
-111.11898841083,31.827743626660002,0
-111.11898841083,31.82778362666,0
-111.11906531288,31.827694146330007,1
-111.11906531288,31.82773414633001,1
-111.11906531288,31.827774146330007,1
-111.11902531288,31.827694146330007,1
-111.11902531288,31.82773414633001,1
-111.11902531288,31.827774146330007,1
-111.11898531288,31.827694146330007,1
-111.11898531288,31.82773414633001,1
-111.11898531288,31.827774146330007,1
-111.11906127282,31.82767998825999,1
-111.11906127282,31.827719988259993,1
-111.11906127282,31.82775998825999,1
-111.11902127282,31.82767998825999,1
-111.11902127282,31.827719988259993,1
-111.11902127282,31.82775998825999,1
-111.11898127282001,31.82767998825999,1
-111.11898127282001,31.827719988259993,1
-111.11898127282001,31.82775998825999,1
-111.11905907195,31.82767060376,1
-111.11905907195,31.827710603760003,1
-111.11905907195,31.827750603760002,1
-111.11901907195,31.82767060376,1
-111.11901907195,31.827710603760003,1
-111.11901907195,31.827750603760002,1
-111.11897907195001,31.82767060376,1
-111.11897907195001,31.827710603760003,1
-111.11897907195001,31.827750603760002,1
-111.11905561108,31.82765665676999,1
-111.11905561108,31.82769665676999,1
-111.11905561108,31.82773665676999,1
-111.11901561108,31.82765665676999,1
-111.11901561108,31.82769665676999,1
-111.11901561108,31.82773665676999,1
-111.11897561108,31.82765665676999,1
-111.11897561108,31.82769665676999,1
-111.11897561108,31.82773665676999,1
-111.11905311149,31.827647613099998,1
-111.11905311149,31.8276876131,1
-111.11905311149,31.8277276131,1
-111.11901311149,31.827647613099998,1
-111.11901311149,31.8276876131,1
-111.11901311149,31.8277276131,1
-111.11897311149,31.827647613099998,1
-111.11897311149,31.8276876131,1
-111.11897311149,31.8277276131,1
-111.11904976511,31.827633865249997,1
-111.11904976511,31.82767386525,1
-111.11904976511,31.827713865249997,1
-111.11900976511001,31.827633865249997,1
-111.11900976511001,31.82767386525,1
-111.11900976511001,31.827713865249997,1
-111.11896976511001,31.827633865249997,1
-111.11896976511001,31.82767386525,1
-111.11896976511001,31.827713865249997,1
-111.11904811934001,31.827625034389996,1
-111.11904811934001,31.827665034389998,1
-111.11904811934001,31.827705034389997,1
-111.11900811934001,31.827625034389996,1
-111.11900811934001,31.827665034389998,1
-111.11900811934001,31.827705034389997,1
-111.11896811934001,31.827625034389996,1
-111.11896811934001,31.827665034389998,1
-111.11896811934001,31.827705034389997,1
-111.11904481296,31.827611548330005,1
-111.11904481296,31.827651548330007,1
-111.11904481296,31.827691548330005,1
-111.11900481296,31.827611548330005,1
-111.11900481296,31.827651548330007,1
-111.11900481296,31.827691548330005,1
-111.11896481296,31.827611548330005,1
-111.11896481296,31.827651548330007,1
-111.11896481296,31.827691548330005,1
-111.11904194538,31.82760230394,1
-111.11904194538,31.827642303940003,1
-111.11904194538,31.82768230394,1
-111.11900194538,31.82760230394,1
-111.11900194538,31.827642303940003,1
-111.11900194538,31.82768230394,1
-111.11896194538001,31.82760230394,1
-111.11896194538001,31.827642303940003,1
-111.11896194538001,31.82768230394,1
-111.11903884776,31.827589107810002,1
-111.11903884776,31.827629107810004,1
-111.11903884776,31.827669107810003,1
-111.11899884776,31.827589107810002,1
-111.11899884776,31.827629107810004,1
-111.11899884776,31.827669107810003,1
-111.11895884776,31.827589107810002,1
-111.11895884776,31.827629107810004,1
-111.11895884776,31.827669107810003,1
-111.11903538076,31.827575873270003,1
-111.11903538076,31.827615873270005,1
-111.11903538076,31.827655873270004,1
-111.11899538076,31.827575873270003,1
-111.11899538076,31.827615873270005,1
-111.11899538076,31.827655873270004,1
-111.11895538076,31.827575873270003,1
-111.11895538076,31.827615873270005,1
-111.11895538076,31.827655873270004,1
-111.11903282914,31.82756673909,1
-111.11903282914,31.82760673909,1
-111.11903282914,31.82764673909,1
-111.11899282914,31.82756673909,1
-111.11899282914,31.82760673909,1
-111.11899282914,31.82764673909,1
-111.11895282914,31.82756673909,1
-111.11895282914,31.82760673909,1
-111.11895282914,31.82764673909,1
-111.11903002628,31.827553662060005,1
-111.11903002628,31.827593662060007,1
-111.11903002628,31.827633662060006,1
-111.11899002628,31.827553662060005,1
-111.11899002628,31.827593662060007,1
-111.11899002628,31.827633662060006,1
-111.11895002628,31.827553662060005,1
-111.11895002628,31.827593662060007,1
-111.11895002628,31.827633662060006,1
-111.11902814759,31.82754489285999,1
-111.11902814759,31.827584892859992,1
-111.11902814759,31.82762489285999,1
-111.11898814759,31.82754489285999,1
-111.11898814759,31.827584892859992,1
-111.11898814759,31.82762489285999,1
-111.11894814759,31.82754489285999,1
-111.11894814759,31.827584892859992,1
-111.11894814759,31.82762489285999,1
-111.11902481371,31.82753214619,1
-111.11902481371,31.82757214619,1
-111.11902481371,31.82761214619,1
-111.11898481371,31.82753214619,1
-111.11898481371,31.82757214619,1
-111.11898481371,31.82761214619,1
-111.11894481371,31.82753214619,1
-111.11894481371,31.82757214619,1
-111.11894481371,31.82761214619,1
-111.11902213642,31.827524111530007,1
-111.11902213642,31.82756411153001,1
-111.11902213642,31.827604111530007,1
-111.11898213642,31.827524111530007,1
-111.11898213642,31.82756411153001,1
-111.11898213642,31.827604111530007,1
-111.11894213642,31.827524111530007,1
-111.11894213642,31.82756411153001,1
-111.11894213642,31.827604111530007,1
-111.11901814738,31.827512614370008,1
-111.11901814738,31.82755261437001,1
-111.11901814738,31.82759261437001,1
-111.11897814738,31.827512614370008,1
-111.11897814738,31.82755261437001,1
-111.11897814738,31.82759261437001,1
-111.11893814738,31.827512614370008,1
-111.11893814738,31.82755261437001,1
-111.11893814738,31.82759261437001,1
-111.11901311719001,31.827501805129994,1
-111.11901311719001,31.827541805129997,1
-111.11901311719001,31.827581805129995,1
-111.11897311719001,31.827501805129994,1
-111.11897311719001,31.827541805129997,1
-111.11897311719001,31.827581805129995,1
-111.11893311719001,31.827501805129994,1
-111.11893311719001,31.827541805129997,1
-111.11893311719001,31.827581805129995,1
-111.11900746843,31.82749167745,1
-111.11900746843,31.82753167745,1
-111.11900746843,31.82757167745,1
-111.11896746843,31.82749167745,1
-111.11896746843,31.82753167745,1
-111.11896746843,31.82757167745,1
-111.11892746843,31.82749167745,1
-111.11892746843,31.82753167745,1
-111.11892746843,31.82757167745,1
-111.11899843959,31.827479066350005,1
-111.11899843959,31.827519066350007,1
-111.11899843959,31.827559066350005,1
-111.11895843959,31.827479066350005,1
-111.11895843959,31.827519066350007,1
-111.11895843959,31.827559066350005,1
-111.11891843959,31.827479066350005,1
-111.11891843959,31.827519066350007,1
-111.11891843959,31.827559066350005,1
-111.11899072939,31.827470341690002,1
-111.11899072939,31.827510341690004,1
-111.11899072939,31.827550341690003,1
-111.11895072939001,31.827470341690002,1
-111.11895072939001,31.827510341690004,1
-111.11895072939001,31.827550341690003,1
-111.11891072939001,31.827470341690002,1
-111.11891072939001,31.827510341690004,1
-111.11891072939001,31.827550341690003,1
-111.11898242013,31.827462488100007,1
-111.11898242013,31.82750248810001,1
-111.11898242013,31.827542488100008,1
-111.11894242013,31.827462488100007,1
-111.11894242013,31.82750248810001,1
-111.11894242013,31.827542488100008,1
-111.11890242013,31.827462488100007,1
-111.11890242013,31.82750248810001,1
-111.11890242013,31.827542488100008,1
-111.11897095004001,31.827453676679994,1
-111.11897095004001,31.827493676679996,1
-111.11897095004001,31.827533676679995,1
-111.11893095004001,31.827453676679994,1
-111.11893095004001,31.827493676679996,1
-111.11893095004001,31.827533676679995,1
-111.11889095004001,31.827453676679994,1
-111.11889095004001,31.827493676679996,1
-111.11889095004001,31.827533676679995,1
-111.11896137234,31.827448367469998,1
-111.11896137234,31.82748836747,1
-111.11896137234,31.82752836747,1
-111.11892137234,31.827448367469998,1
-111.11892137234,31.82748836747,1
-111.11892137234,31.82752836747,1
-111.11888137234,31.827448367469998,1
-111.11888137234,31.82748836747,1
-111.11888137234,31.82752836747,1
-111.11895188302,31.827443834460002,1
-111.11895188302,31.827483834460004,1
-111.11895188302,31.827523834460003,1
-111.11891188302,31.827443834460002,1
-111.11891188302,31.827483834460004,1
-111.11891188302,31.827523834460003,1
-111.11887188302,31.827443834460002,1
-111.11887188302,31.827483834460004,1
-111.11887188302,31.827523834460003,1
-111.11893835054,31.82743898743,1
-111.11893835054,31.827478987430002,1
-111.11893835054,31.82751898743,1
-111.11889835054001,31.82743898743,1
-111.11889835054001,31.827478987430002,1
-111.11889835054001,31.82751898743,1
-111.11885835054001,31.82743898743,1
-111.11885835054001,31.827478987430002,1
-111.11885835054001,31.82751898743,1
-111.11892811403,31.827436578179995,1
-111.11892811403,31.827476578179997,1
-111.11892811403,31.827516578179996,1
-111.11888811403,31.827436578179995,1
-111.11888811403,31.827476578179997,1
-111.11888811403,31.827516578179996,1
-111.11884811403,31.827436578179995,1
-111.11884811403,31.827476578179997,1
-111.11884811403,31.827516578179996,1
-111.11891808178,31.827434981919996,1
-111.11891808178,31.82747498192,1
-111.11891808178,31.827514981919997,1
-111.11887808178,31.827434981919996,1
-111.11887808178,31.82747498192,1
-111.11887808178,31.827514981919997,1
-111.11883808178,31.827434981919996,1
-111.11883808178,31.82747498192,1
-111.11883808178,31.827514981919997,1
-111.11890425996,31.827434290800014,1
-111.11890425996,31.827474290800016,1
-111.11890425996,31.827514290800014,1
-111.11886425996,31.827434290800014,1
-111.11886425996,31.827474290800016,1
-111.11886425996,31.827514290800014,1
-111.11882425996001,31.827434290800014,1
-111.11882425996001,31.827474290800016,1
-111.11882425996001,31.827514290800014,1
-111.11889385177,31.827434640269992,1
-111.11889385177,31.827474640269994,1
-111.11889385177,31.827514640269992,1
-111.11885385177,31.827434640269992,1
-111.11885385177,31.827474640269994,1
-111.11885385177,31.827514640269992,1
-111.11881385177,31.827434640269992,1
-111.11881385177,31.827474640269994,1
-111.11881385177,31.827514640269992,1
-111.11888400498,31.827436039469987,1
-111.11888400498,31.82747603946999,1
-111.11888400498,31.827516039469987,1
-111.11884400498,31.827436039469987,1
-111.11884400498,31.82747603946999,1
-111.11884400498,31.827516039469987,1
-111.11880400498,31.827436039469987,1
-111.11880400498,31.82747603946999,1
-111.11880400498,31.827516039469987,1
-111.11887455289,31.82743821676999,1
-111.11887455289,31.827478216769993,1
-111.11887455289,31.82751821676999,1
-111.11883455289001,31.82743821676999,1
-111.11883455289001,31.827478216769993,1
-111.11883455289001,31.82751821676999,1
-111.11879455289001,31.82743821676999,1
-111.11879455289001,31.827478216769993,1
-111.11879455289001,31.82751821676999,1
-111.11886254997,31.827442199869996,1
-111.11886254997,31.827482199869998,1
-111.11886254997,31.827522199869996,1
-111.11882254997,31.827442199869996,1
-111.11882254997,31.827482199869998,1
-111.11882254997,31.827522199869996,1
-111.11878254997,31.827442199869996,1
-111.11878254997,31.827482199869998,1
-111.11878254997,31.827522199869996,1
-111.11884805577,31.82744843107,1
-111.11884805577,31.82748843107,1
-111.11884805577,31.82752843107,1
-111.11880805577,31.82744843107,1
-111.11880805577,31.82748843107,1
-111.11880805577,31.82752843107,1
-111.11876805577,31.82744843107,1
-111.11876805577,31.82748843107,1
-111.11876805577,31.82752843107,1
-111.11883511953,31.82745652094,1
-111.11883511953,31.827496520940002,1
-111.11883511953,31.82753652094,1
-111.11879511953,31.82745652094,1
-111.11879511953,31.827496520940002,1
-111.11879511953,31.82753652094,1
-111.11875511953001,31.82745652094,1
-111.11875511953001,31.827496520940002,1
-111.11875511953001,31.82753652094,1
-111.11882789684,31.82746231982,1
-111.11882789684,31.827502319820002,1
-111.11882789684,31.82754231982,1
-111.11878789684,31.82746231982,1
-111.11878789684,31.827502319820002,1
-111.11878789684,31.82754231982,1
-111.11874789684,31.82746231982,1
-111.11874789684,31.827502319820002,1
-111.11874789684,31.82754231982,1
-111.11881812561,31.82747210709999,1
-111.11881812561,31.82751210709999,1
-111.11881812561,31.82755210709999,1
-111.11877812561,31.82747210709999,1
-111.11877812561,31.82751210709999,1
-111.11877812561,31.82755210709999,1
-111.11873812561001,31.82747210709999,1
-111.11873812561001,31.82751210709999,1
-111.11873812561001,31.82755210709999,1
-111.1188098252,31.827482832579996,1
-111.1188098252,31.827522832579998,1
-111.1188098252,31.827562832579996,1
-111.1187698252,31.827482832579996,1
-111.1187698252,31.827522832579998,1
-111.1187698252,31.827562832579996,1
-111.1187298252,31.827482832579996,1
-111.1187298252,31.827522832579998,1
-111.1187298252,31.827562832579996,1
-111.11880308588,31.82749260283,1
-111.11880308588,31.82753260283,1
-111.11880308588,31.82757260283,1
-111.11876308588,31.82749260283,1
-111.11876308588,31.82753260283,1
-111.11876308588,31.82757260283,1
-111.11872308588,31.82749260283,1
-111.11872308588,31.82753260283,1
-111.11872308588,31.82757260283,1
-111.11879740394001,31.827503480039994,1
-111.11879740394001,31.827543480039996,1
-111.11879740394001,31.827583480039994,1
-111.11875740394001,31.827503480039994,1
-111.11875740394001,31.827543480039996,1
-111.11875740394001,31.827583480039994,1
-111.11871740394001,31.827503480039994,1
-111.11871740394001,31.827543480039996,1
-111.11871740394001,31.827583480039994,1
-111.11879398212,31.827513189979992,1
-111.11879398212,31.827553189979994,1
-111.11879398212,31.827593189979993,1
-111.11875398212,31.827513189979992,1
-111.11875398212,31.827553189979994,1
-111.11875398212,31.827593189979993,1
-111.11871398212,31.827513189979992,1
-111.11871398212,31.827553189979994,1
-111.11871398212,31.827593189979993,1
-111.11879195557,31.827521573880002,1
-111.11879195557,31.827561573880004,1
-111.11879195557,31.827601573880003,1
-111.11875195557,31.827521573880002,1
-111.11875195557,31.827561573880004,1
-111.11875195557,31.827601573880003,1
-111.11871195557,31.827521573880002,1
-111.11871195557,31.827561573880004,1
-111.11871195557,31.827601573880003,1
-111.11878990935,31.827531012869997,1
-111.11878990935,31.82757101287,1
-111.11878990935,31.827611012869998,1
-111.11874990935,31.827531012869997,1
-111.11874990935,31.82757101287,1
-111.11874990935,31.827611012869998,1
-111.11870990935,31.827531012869997,1
-111.11870990935,31.82757101287,1
-111.11870990935,31.827611012869998,1
-111.11878882338,31.82753934857,1
-111.11878882338,31.82757934857,1
-111.11878882338,31.82761934857,1
-111.11874882338,31.82753934857,1
-111.11874882338,31.82757934857,1
-111.11874882338,31.82761934857,1
-111.11870882338,31.82753934857,1
-111.11870882338,31.82757934857,1
-111.11870882338,31.82761934857,1
-111.11878813909,31.82755010385999,1
-111.11878813909,31.827590103859993,1
-111.11878813909,31.827630103859992,1
-111.11874813909,31.82755010385999,1
-111.11874813909,31.827590103859993,1
-111.11874813909,31.827630103859992,1
-111.11870813909,31.82755010385999,1
-111.11870813909,31.827590103859993,1
-111.11870813909,31.827630103859992,1
-111.11878847195,31.827561731369997,1
-111.11878847195,31.82760173137,1
-111.11878847195,31.827641731369997,1
-111.11874847195,31.827561731369997,1
-111.11874847195,31.82760173137,1
-111.11874847195,31.827641731369997,1
-111.11870847195,31.827561731369997,1
-111.11870847195,31.82760173137,1
-111.11870847195,31.827641731369997,1
-111.11878999232,31.827571625690005,1
-111.11878999232,31.827611625690007,1
-111.11878999232,31.827651625690006,1
-111.11874999232,31.827571625690005,1
-111.11874999232,31.827611625690007,1
-111.11874999232,31.827651625690006,1
-111.11870999232,31.827571625690005,1
-111.11870999232,31.827611625690007,1
-111.11870999232,31.827651625690006,1
-111.11879208177,31.827581676899996,1
-111.11879208177,31.827621676899998,1
-111.11879208177,31.827661676899996,1
-111.11875208177,31.827581676899996,1
-111.11875208177,31.827621676899998,1
-111.11875208177,31.827661676899996,1
-111.11871208177,31.827581676899996,1
-111.11871208177,31.827621676899998,1
-111.11871208177,31.827661676899996,1
-111.11879389147,31.827589868449998,1
-111.11879389147,31.82762986845,1
-111.11879389147,31.82766986845,1
-111.11875389147,31.827589868449998,1
-111.11875389147,31.82762986845,1
-111.11875389147,31.82766986845,1
-111.11871389147001,31.827589868449998,1
-111.11871389147001,31.82762986845,1
-111.11871389147001,31.82766986845,1
-111.11879648446,31.82760032868,1
-111.11879648446,31.82764032868,1
-111.11879648446,31.82768032868,1
-111.11875648446001,31.82760032868,1
-111.11875648446001,31.82764032868,1
-111.11875648446001,31.82768032868,1
-111.11871648446001,31.82760032868,1
-111.11871648446001,31.82764032868,1
-111.11871648446001,31.82768032868,1
-111.11879903823001,31.827609210349994,1
-111.11879903823001,31.827649210349996,1
-111.11879903823001,31.827689210349995,1
-111.11875903823001,31.827609210349994,1
-111.11875903823001,31.827649210349996,1
-111.11875903823001,31.827689210349995,1
-111.11871903823001,31.827609210349994,1
-111.11871903823001,31.827649210349996,1
-111.11871903823001,31.827689210349995,1
-111.11880244307,31.827622300199994,1
-111.11880244307,31.827662300199997,1
-111.11880244307,31.827702300199995,1
-111.11876244307,31.827622300199994,1
-111.11876244307,31.827662300199997,1
-111.11876244307,31.827702300199995,1
-111.11872244307,31.827622300199994,1
-111.11872244307,31.827662300199997,1
-111.11872244307,31.827702300199995,1
-111.1188051198,31.827630397989992,1
-111.1188051198,31.827670397989994,1
-111.1188051198,31.827710397989993,1
-111.1187651198,31.827630397989992,1
-111.1187651198,31.827670397989994,1
-111.1187651198,31.827710397989993,1
-111.1187251198,31.827630397989992,1
-111.1187251198,31.827670397989994,1
-111.1187251198,31.827710397989993,1
-111.1188071097,31.827638518529998,1
-111.1188071097,31.82767851853,1
-111.1188071097,31.82771851853,1
-111.1187671097,31.827638518529998,1
-111.1187671097,31.82767851853,1
-111.1187671097,31.82771851853,1
